Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2024Q2,,S08000031,,G405H,,,,All Acute,d,136443,,127308,,1499.3736263736264,,1398.989010989011,,93.30489655020776,
2024Q2,,S08000031,,G516H,,,,All Acute,d,31898,,28323,,350.5274725274725,,311.24175824175825,,88.7924007774782,
2024Q2,,S08000031,,S08000031,d,,,All Acute,d,356673,,332021,,3919.483516483516,,3648.5824175824177,,93.08834702935182,
2024Q3,,S08000031,,C206H,,,,All Acute,d,7627,,7081,,82.90217391304348,,76.96739130434783,,92.84122197456404,
2024Q3,,S08000031,,C313H,,,,All Acute,d,24325,,22219,,264.4021739130435,,241.5108695652174,,91.34224049331962,
2024Q3,,S08000031,,C418H,,,,All Acute,d,47252,,44816,,513.6086956521739,,487.1304347826087,,94.8446626597816,
2024Q3,,S08000031,,G107H,,,,All Acute,d,83070,,77833,,902.9347826086956,,846.0108695652174,,93.69567834356567,
2024Q3,,S08000031,,G207H,,,,All Acute,d,4677,,4663,,50.83695652173913,,50.68478260869565,,99.70066281804574,
2024Q3,,S08000031,,G306H,,,,All Acute,d,4460,,4454,,48.47826086956522,,48.41304347826087,,99.86547085201794,
2024Q3,,S08000031,,G405H,,,,All Acute,d,137157,,127486,,1490.8369565217392,,1385.7173913043478,,92.94895630554764,
2024Q3,,S08000031,,G516H,,,,All Acute,d,32399,,28661,,352.1630434782609,,311.5326086956522,,88.46260687058243,
2024Q3,,S08000031,,S08000031,d,,,All Acute,d,359121,,331152,,3903.4891304347825,,3599.478260869565,,92.21181718696484,
2024Q4,p,S08000031,,C206H,,,,All Acute,d,7613,,7101,,82.75,,77.18478260869566,,93.2746617627742,
2024Q4,p,S08000031,,C313H,,,,All Acute,d,24331,,22774,,264.4673913043478,,247.54347826086956,,93.60075623689944,
2024Q4,p,S08000031,,C418H,,,,All Acute,d,47612,,45418,,517.5217391304348,,493.67391304347825,,95.39191800386456,
2024Q4,p,S08000031,,G107H,,,,All Acute,d,83262,,78063,,905.0217391304348,,848.5108695652174,,93.75585501189018,
2024Q4,p,S08000031,,G207H,,,,All Acute,d,4679,,4666,,50.858695652173914,,50.71739130434783,,99.72216285531096,
2024Q4,p,S08000031,,G306H,,,,All Acute,d,4514,,4468,,49.06521739130435,,48.56521739130435,,98.98094816127605,
2024Q4,p,S08000031,,G405H,,,,All Acute,d,136957,,128899,,1488.6630434782608,,1401.0760869565215,,94.11640149828048,
2024Q4,p,S08000031,,G516H,,,,All Acute,d,33218,,29414,,361.0652173913044,,319.7173913043478,,88.5483773857547,
2024Q4,p,S08000031,,S08000031,d,,,All Acute,d,360000,,335477,,3913.0434782608695,,3646.4891304347825,,93.18805555555556,
2019Q4,,S08000031,,C206H,,,,All Specialties,d,9356,,7393,,101.69565217391305,,80.3586956521739,,79.01881145788798,
2019Q4,,S08000031,,C313H,,,,All Specialties,d,29664,,26976,,322.4347826086956,,293.2173913043478,,90.93851132686083,
2019Q4,,S08000031,,C418H,,,,All Specialties,d,62809,,55343,,682.7065217391304,,601.554347826087,,88.11316849496093,
2019Q4,,S08000031,,G107H,,,,All Specialties,d,83818,,75934,,911.0652173913044,,825.3695652173913,,90.59390584361353,
2019Q4,,S08000031,,G207H,,,,All Specialties,d,24941,,20657,,271.0978260869565,,224.5326086956522,,82.82346337356161,
2019Q4,,S08000031,,G306H,,,,All Specialties,d,5522,,4981,,60.02173913043478,,54.141304347826086,,90.20282506338285,
2019Q4,,S08000031,,G405H,,,,All Specialties,d,141840,,125563,,1541.7391304347825,,1364.8152173913045,,88.52439368302313,
2019Q4,,S08000031,,G516H,,,,All Specialties,d,32813,,27570,,356.6630434782609,,299.67391304347825,,84.02157681406759,
2019Q4,,S08000031,,S08000031,d,,,All Specialties,d,516289,,442387,,5611.836956521739,,4808.554347826087,,85.68592396893987,
2020Q1,,S08000031,,C206H,,,,All Specialties,d,9358,,7127,,102.83516483516485,,78.31868131868131,,76.1594357768754,
2020Q1,,S08000031,,C313H,,,,All Specialties,d,29907,,26287,,328.64835164835165,,288.86813186813185,,87.89581034540407,
2020Q1,,S08000031,,C418H,,,,All Specialties,d,61671,,52164,,677.7032967032967,,573.2307692307693,,84.58432650678603,
2020Q1,,S08000031,,G107H,,,,All Specialties,d,83915,,71774,,922.1428571428572,,788.7252747252747,,85.53178811892988,
2020Q1,,S08000031,,G207H,,,,All Specialties,d,24627,,20455,,270.6263736263736,,224.78021978021977,,83.05924391927559,
2020Q1,,S08000031,,G306H,,,,All Specialties,d,5455,,4935,,59.94505494505494,,54.23076923076923,,90.46746104491294,
2020Q1,,S08000031,,G405H,,,,All Specialties,d,139899,,119099,,1537.3516483516485,,1308.7802197802198,,85.13213103739126,
2020Q1,,S08000031,,G516H,,,,All Specialties,d,34672,,29398,,381.010989010989,,323.05494505494505,,84.7888786340563,
2020Q1,,S08000031,,S08000031,d,,,All Specialties,d,512906,,423333,,5636.32967032967,,4652.010989010989,,82.53617621942422,
2020Q2,,S08000031,,C206H,,,,All Specialties,d,10305,,5113,,113.24175824175823,,56.18681318681319,,49.6166909267346,
2020Q2,,S08000031,,C313H,,,,All Specialties,d,25197,,17778,,276.8901098901099,,195.36263736263737,,70.55601857363972,
2020Q2,,S08000031,,C418H,,,,All Specialties,d,58408,,39162,,641.8461538461538,,430.3516483516483,,67.04903437885221,
2020Q2,,S08000031,,G107H,,,,All Specialties,d,71772,,49121,,788.7032967032967,,539.7912087912088,,68.44033885080533,
2020Q2,,S08000031,,G207H,,,,All Specialties,d,24361,,17261,,267.7032967032967,,189.6813186813187,,70.85505521119822,
2020Q2,,S08000031,,G306H,,,,All Specialties,d,4749,,3578,,52.18681318681319,,39.31868131868132,,75.34217730048431,
2020Q2,,S08000031,,G405H,,,,All Specialties,d,135727,,90919,,1491.5054945054944,,999.10989010989,,66.98667177496004,
2020Q2,,S08000031,,G516H,,,,All Specialties,d,27612,,15607,,303.42857142857144,,171.5054945054945,,56.52252643778068,
2020Q2,,S08000031,,S08000031,d,,,All Specialties,d,473322,,313351,,5201.340659340659,,3443.4175824175823,,66.20250062325435,
2020Q3,,S08000031,,C206H,,,,All Specialties,d,8606,,5782,,93.54347826086956,,62.84782608695652,,67.18568440622822,
2020Q3,,S08000031,,C313H,,,,All Specialties,d,25550,,20409,,277.7173913043478,,221.83695652173913,,79.87866927592955,
2020Q3,,S08000031,,C418H,,,,All Specialties,d,58277,,47343,,633.445652173913,,514.5978260869565,,81.23788115379996,
2020Q3,,S08000031,,G107H,,,,All Specialties,d,77769,,64216,,845.3152173913044,,698,,82.57274749578882,
2020Q3,,S08000031,,G207H,,,,All Specialties,d,25066,,20284,,272.45652173913044,,220.4782608695652,,80.9223649565148,
2020Q3,,S08000031,,G306H,,,,All Specialties,d,5136,,4217,,55.82608695652174,,45.83695652173913,,82.10669781931465,
2020Q3,,S08000031,,G405H,,,,All Specialties,d,140905,,113974,,1531.5760869565215,,1238.8478260869565,,80.88712252936375,
2020Q3,,S08000031,,G516H,,,,All Specialties,d,26760,,20588,,290.8695652173913,,223.7826086956522,,76.93572496263079,
2020Q3,,S08000031,,S08000031,d,,,All Specialties,d,490799,,384592,,5334.771739130435,,4180.347826086957,,78.36038785735097,
2020Q4,,S08000031,,C206H,,,,All Specialties,d,8372,,6400,,91,,69.56521739130434,,76.44529383659818,
2020Q4,,S08000031,,C313H,,,,All Specialties,d,27124,,22508,,294.82608695652175,,244.65217391304347,,82.98186108243621,
2020Q4,,S08000031,,C418H,,,,All Specialties,d,59699,,49901,,648.9021739130435,,542.4021739130435,,83.58766478500478,
2020Q4,,S08000031,,G107H,,,,All Specialties,d,83255,,69566,,904.945652173913,,756.1521739130435,,83.55774427962285,
2020Q4,,S08000031,,G207H,,,,All Specialties,d,25112,,20486,,272.95652173913044,,222.67391304347825,,81.57852819369225,
2020Q4,,S08000031,,G306H,,,,All Specialties,d,5217,,4587,,56.70652173913044,,49.858695652173914,,87.92409430707303,
2020Q4,,S08000031,,G405H,,,,All Specialties,d,140136,,116797,,1523.2173913043478,,1269.5326086956522,,83.3454644060056,
2020Q4,,S08000031,,G516H,,,,All Specialties,d,27246,,19808,,296.1521739130435,,215.30434782608697,,72.70057990163694,
2020Q4,,S08000031,,S08000031,d,,,All Specialties,d,499472,,397935,,5429.04347826087,,4325.380434782609,,79.67113271614825,
2021Q1,,S08000031,,C206H,,,,All Specialties,d,8405,,7129,,93.38888888888889,,79.21111111111111,,84.81856038072576,
2021Q1,,S08000031,,C313H,,,,All Specialties,d,27455,,22964,,305.05555555555554,,255.15555555555557,,83.64232380258606,
2021Q1,,S08000031,,C418H,,,,All Specialties,d,59527,,49788,,661.4111111111112,,553.2,,83.63935693046854,
2021Q1,,S08000031,,G107H,,,,All Specialties,d,80477,,67969,,894.1888888888889,,755.2111111111111,,84.45767113585248,
2021Q1,,S08000031,,G207H,,,,All Specialties,d,24240,,19407,,269.3333333333333,,215.63333333333333,,80.0618811881188,
2021Q1,,S08000031,,G306H,,,,All Specialties,d,5406,,5013,,60.06666666666667,,55.7,,92.73029966703665,
2021Q1,,S08000031,,G405H,,,,All Specialties,d,137376,,115181,,1526.4,,1279.7888888888888,,83.84361169345445,
2021Q1,,S08000031,,G516H,,,,All Specialties,d,26982,,20925,,299.8,,232.5,,77.55170113408938,
2021Q1,,S08000031,,S08000031,d,,,All Specialties,d,490366,,391563,,5448.511111111111,,4350.7,,79.85117238960287,
2021Q2,,S08000031,,C206H,,,,All Specialties,d,8724,,7194,,95.86813186813188,,79.05494505494505,,82.46217331499311,
2021Q2,,S08000031,,C313H,,,,All Specialties,d,27570,,24036,,302.967032967033,,264.13186813186815,,87.18171926006528,
2021Q2,,S08000031,,C418H,,,,All Specialties,d,59166,,50630,,650.1758241758242,,556.3736263736264,,85.57279518642463,
2021Q2,,S08000031,,G107H,,,,All Specialties,d,81965,,70205,,900.7142857142857,,771.4835164835165,,85.65241261514062,
2021Q2,,S08000031,,G207H,,,,All Specialties,d,24819,,20286,,272.7362637362637,,222.92307692307693,,81.73576695273783,
2021Q2,,S08000031,,G306H,,,,All Specialties,d,5408,,4303,,59.42857142857143,,47.285714285714285,,79.5673076923077,
2021Q2,,S08000031,,G405H,,,,All Specialties,d,139960,,119655,,1538.021978021978,,1314.89010989011,,85.49228350957418,
2021Q2,,S08000031,,G516H,,,,All Specialties,d,27313,,21985,,300.14285714285717,,241.5934065934066,,80.49280562369567,
2021Q2,,S08000031,,S08000031,d,,,All Specialties,d,497769,,404397,,5469.989010989011,,4443.923076923077,,81.24190136388566,
2021Q3,,S08000031,,C206H,,,,All Specialties,d,9022,,7570,,98.06521739130434,,82.28260869565217,,83.90600753713146,
2021Q3,,S08000031,,C313H,,,,All Specialties,d,27779,,24032,,301.94565217391306,,261.2173913043478,,86.51139349868605,
2021Q3,,S08000031,,C418H,,,,All Specialties,d,61452,,53467,,667.9565217391304,,581.1630434782609,,87.00611859662827,
2021Q3,,S08000031,,G107H,,,,All Specialties,d,83530,,73565,,907.9347826086956,,799.6195652173913,,88.07015443553215,
2021Q3,,S08000031,,G207H,,,,All Specialties,d,24802,,20503,,269.5869565217391,,222.8586956521739,,82.66672042577211,
2021Q3,,S08000031,,G306H,,,,All Specialties,d,5503,,4836,,59.81521739130435,,52.56521739130435,,87.87933854261311,
2021Q3,,S08000031,,G405H,,,,All Specialties,d,140551,,124151,,1527.7282608695652,,1349.4673913043478,,88.33163762619974,
2021Q3,,S08000031,,G516H,,,,All Specialties,d,29729,,24952,,323.14130434782606,,271.2173913043478,,83.93151468263312,
2021Q3,,S08000031,,S08000031,d,,,All Specialties,d,505554,,420025,,5495.152173913043,,4565.489130434783,,83.08212376917204,
2021Q4,,S08000031,,C206H,,,,All Specialties,d,9010,,7961,,97.93478260869566,,86.53260869565217,,88.3573806881243,
2021Q4,,S08000031,,C313H,,,,All Specialties,d,27822,,24358,,302.4130434782609,,264.7608695652174,,87.54942132125655,
2021Q4,,S08000031,,C418H,,,,All Specialties,d,61421,,54374,,667.6195652173913,,591.0217391304348,,88.52672538708259,
2021Q4,,S08000031,,G107H,,,,All Specialties,d,85637,,75119,,930.8369565217392,,816.5108695652174,,87.71792566297279,
2021Q4,,S08000031,,G207H,,,,All Specialties,d,24833,,20101,,269.92391304347825,,218.4891304347826,,80.94471066725728,
2021Q4,,S08000031,,G306H,,,,All Specialties,d,5505,,5401,,59.83695652173913,,58.70652173913044,,98.11080835603995,
2021Q4,,S08000031,,G405H,,,,All Specialties,d,139223,,124148,,1513.2934782608695,,1349.4347826086955,,89.17204772199997,
2021Q4,,S08000031,,G516H,,,,All Specialties,d,29290,,24290,,318.3695652173913,,264.0217391304348,,82.92932741550018,
2021Q4,,S08000031,,S08000031,d,,,All Specialties,d,505360,,421741,,5493.04347826087,,4584.141304347826,,83.45357764761752,
2022Q1,,S08000031,,C206H,,,,All Specialties,d,8815,,7620,,97.94444444444444,,84.66666666666667,,86.44356211003971,
2022Q1,,S08000031,,C313H,,,,All Specialties,d,28507,,25069,,316.74444444444447,,278.5444444444444,,87.93980425860313,
2022Q1,,S08000031,,C418H,,,,All Specialties,d,60212,,53690,,669.0222222222222,,596.5555555555555,,89.16827210522818,
2022Q1,,S08000031,,G107H,,,,All Specialties,d,84518,,74095,,939.0888888888888,,823.2777777777778,,87.66771575285739,
2022Q1,,S08000031,,G207H,,,,All Specialties,d,24487,,19481,,272.0777777777778,,216.45555555555555,,79.55649936701106,
2022Q1,,S08000031,,G306H,,,,All Specialties,d,5306,,5228,,58.95555555555555,,58.08888888888889,,98.5299660761402,
2022Q1,,S08000031,,G405H,,,,All Specialties,d,137410,,125123,,1526.7777777777778,,1390.2555555555557,,91.05814715086238,
2022Q1,,S08000031,,G516H,,,,All Specialties,d,29964,,25814,,332.93333333333334,,286.8222222222222,,86.15004672273395,
2022Q1,,S08000031,,S08000031,d,,,All Specialties,d,499167,,418250,,5546.3,,4647.222222222223,,83.78959346270888,
2022Q2,,S08000031,,C206H,,,,All Specialties,d,8832,,7888,,97.05494505494504,,86.68131868131869,,89.31159420289856,
2022Q2,,S08000031,,C313H,,,,All Specialties,d,29189,,26008,,320.75824175824175,,285.8021978021978,,89.10205899482682,
2022Q2,,S08000031,,C418H,,,,All Specialties,d,62528,,55659,,687.1208791208791,,611.6373626373627,,89.01452149437054,
2022Q2,,S08000031,,G107H,,,,All Specialties,d,85673,,76455,,941.4615384615385,,840.1648351648352,,89.24048416654021,
2022Q2,,S08000031,,G207H,,,,All Specialties,d,24476,,20458,,268.967032967033,,224.8131868131868,,83.58391894100342,
2022Q2,,S08000031,,G306H,,,,All Specialties,d,5409,,5318,,59.43956043956044,,58.43956043956044,,98.31761878350896,
2022Q2,,S08000031,,G405H,,,,All Specialties,d,140279,,129393,,1541.5274725274726,,1421.901098901099,,92.23975078236944,
2022Q2,,S08000031,,G516H,,,,All Specialties,d,31652,,27615,,347.8241758241758,,303.46153846153845,,87.24567167951473,
2022Q2,,S08000031,,S08000031,d,,,All Specialties,d,508053,,434647,,5583,,4776.340659340659,,85.5515074214698,
2022Q3,,S08000031,,C206H,,,,All Specialties,d,8880,,8060,,96.52173913043478,,87.6086956521739,,90.76576576576576,
2022Q3,,S08000031,,C313H,,,,All Specialties,d,28122,,24964,,305.67391304347825,,271.3478260869565,,88.77035772704643,
2022Q3,,S08000031,,C418H,,,,All Specialties,d,64329,,57770,,699.2282608695652,,627.9347826086956,,89.80397643364579,
2022Q3,,S08000031,,G107H,,,,All Specialties,d,87400,,79318,,950,,862.1521739130435,,90.75286041189932,
2022Q3,,S08000031,,G207H,,,,All Specialties,d,24858,,20972,,270.19565217391306,,227.95652173913044,,84.3672057285381,
2022Q3,,S08000031,,G306H,,,,All Specialties,d,5493,,5405,,59.70652173913044,,58.75,,98.39796104132532,
2022Q3,,S08000031,,G405H,,,,All Specialties,d,143617,,131555,,1561.054347826087,,1429.945652173913,,91.6012728298182,
2022Q3,,S08000031,,G516H,,,,All Specialties,d,32659,,27671,,354.9891304347826,,300.7717391304348,,84.727027771824,
2022Q3,,S08000031,,S08000031,d,,,All Specialties,d,516049,,443617,,5609.228260869565,,4821.923913043478,,85.96412356190982,
2022Q4,,S08000031,,C206H,,,,All Specialties,d,9124,,8291,,99.17391304347828,,90.1195652173913,,90.87023235423058,
2022Q4,,S08000031,,C313H,,,,All Specialties,d,28857,,26745,,313.6630434782609,,290.70652173913044,,92.68115188689052,
2022Q4,,S08000031,,C418H,,,,All Specialties,d,65064,,58560,,707.2173913043479,,636.5217391304348,,90.00368867576539,
2022Q4,,S08000031,,G107H,,,,All Specialties,d,87242,,79397,,948.282608695652,,863.0108695652174,,91.00777148621076,
2022Q4,,S08000031,,G207H,,,,All Specialties,d,24866,,20309,,270.2826086956522,,220.75,,81.67377141478323,
2022Q4,,S08000031,,G306H,,,,All Specialties,d,5524,,5470,,60.04347826086956,,59.45652173913044,,99.02244750181028,
2022Q4,,S08000031,,G405H,,,,All Specialties,d,145064,,134181,,1576.7826086956522,,1458.4891304347825,,92.497794077097,
2022Q4,,S08000031,,G516H,,,,All Specialties,d,33270,,28533,,361.6304347826087,,310.14130434782606,,85.7619477006312,
2022Q4,,S08000031,,S08000031,d,,,All Specialties,d,516040,,448065,,5609.130434782609,,4870.271739130435,,86.8275715060848,
2023Q1,,S08000031,,C206H,,,,All Specialties,d,9679,,8417,,107.54444444444444,,93.52222222222224,,86.96146296104969,
2023Q1,,S08000031,,C313H,,,,All Specialties,d,28078,,25115,,311.97777777777776,,279.05555555555554,,89.44725407792578,
2023Q1,,S08000031,,C418H,,,,All Specialties,d,63073,,55688,,700.8111111111111,,618.7555555555556,,88.29134494950296,
2023Q1,,S08000031,,G107H,,,,All Specialties,d,86945,,81036,,966.0555555555557,,900.4,,93.20374949680831,
2023Q1,,S08000031,,G207H,,,,All Specialties,d,24371,,20836,,270.7888888888889,,231.51111111111112,,85.49505559886751,
2023Q1,,S08000031,,G306H,,,,All Specialties,d,5390,,5325,,59.888888888888886,,59.166666666666664,,98.79406307977736,
2023Q1,,S08000031,,G405H,,,,All Specialties,d,142083,,132355,,1578.7,,1470.611111111111,,93.15329772034656,
2023Q1,,S08000031,,G516H,,,,All Specialties,d,36139,,32021,,401.5444444444444,,355.7888888888889,,88.60510805500982,
2023Q1,,S08000031,,S08000031,d,,,All Specialties,d,503191,,447480,,5591.011111111111,,4972,,88.9284585773593,
2023Q2,,S08000031,,C206H,,,,All Specialties,d,9238,,7885,,101.51648351648352,,86.64835164835165,,85.35397272136827,
2023Q2,,S08000031,,C313H,,,,All Specialties,d,28298,,25937,,310.967032967033,,285.02197802197804,,91.65665418050746,
2023Q2,,S08000031,,C418H,,,,All Specialties,d,64102,,56078,,704.4175824175824,,616.2417582417582,,87.48244984555865,
2023Q2,,S08000031,,G107H,,,,All Specialties,d,86560,,80831,,951.2087912087912,,888.2527472527472,,93.3814695009242,
2023Q2,,S08000031,,G207H,,,,All Specialties,d,24509,,21867,,269.3296703296703,,240.2967032967033,,89.22028642539476,
2023Q2,,S08000031,,G306H,,,,All Specialties,d,5460,,5412,,60,,59.472527472527474,,99.12087912087912,
2023Q2,,S08000031,,G405H,,,,All Specialties,d,143357,,130863,,1575.3516483516485,,1438.0549450549452,,91.28469485271036,
2023Q2,,S08000031,,G516H,,,,All Specialties,d,34855,,29476,,383.0219780219781,,323.9120879120879,,84.56749390331372,
2023Q2,,S08000031,,S08000031,d,,,All Specialties,d,504496,,445421,,5543.912087912088,,4894.736263736264,,88.29029367923631,
2023Q3,,S08000031,,C206H,,,,All Specialties,d,9431,,7891,,102.5108695652174,,85.77173913043478,,83.67087265401337,
2023Q3,,S08000031,,C313H,,,,All Specialties,d,28752,,25114,,312.5217391304348,,272.9782608695652,,87.34696716750138,
2023Q3,,S08000031,,C418H,,,,All Specialties,d,63400,,55846,,689.1304347826087,,607.0217391304348,,88.08517350157727,
2023Q3,,S08000031,,G107H,,,,All Specialties,d,86238,,79570,,937.3695652173913,,864.8913043478261,,92.26790973816648,
2023Q3,,S08000031,,G207H,,,,All Specialties,d,24718,,21145,,268.67391304347825,,229.83695652173913,,85.54494700218464,
2023Q3,,S08000031,,G306H,,,,All Specialties,d,4472,,4453,,48.608695652173914,,48.40217391304348,,99.57513416815742,
2023Q3,,S08000031,,G405H,,,,All Specialties,d,144566,,133031,,1571.3695652173913,,1445.9891304347825,,92.02094545052088,
2023Q3,,S08000031,,G516H,,,,All Specialties,d,33406,,28328,,363.10869565217394,,307.9130434782609,,84.79913787942286,
2023Q3,,S08000031,,S08000031,d,,,All Specialties,d,503760,,443511,,5475.652173913043,,4820.771739130435,,88.04013816102906,
2023Q4,,S08000031,,C206H,,,,All Specialties,d,9743,,8451,,105.90217391304348,,91.8586956521739,,86.73919737247253,
2023Q4,,S08000031,,C313H,,,,All Specialties,d,27852,,25741,,302.7391304347826,,279.79347826086956,,92.4206520178084,
2023Q4,,S08000031,,C418H,,,,All Specialties,d,63662,,55963,,691.9782608695652,,608.2934782608696,,87.90644340422858,
2023Q4,,S08000031,,G107H,,,,All Specialties,d,86754,,81244,,942.9782608695652,,883.0869565217391,,93.64870784056066,
2023Q4,,S08000031,,G207H,,,,All Specialties,d,24794,,21249,,269.5,,230.9673913043478,,85.70218601274502,
2023Q4,,S08000031,,G306H,,,,All Specialties,d,4602,,4393,,50.02173913043478,,47.75,,95.45849630595391,
2023Q4,,S08000031,,G405H,,,,All Specialties,d,144772,,133628,,1573.608695652174,,1452.4782608695652,,92.30237891304948,
2023Q4,,S08000031,,G516H,,,,All Specialties,d,33088,,28854,,359.6521739130435,,313.6304347826087,,87.20382011605416,
2023Q4,,S08000031,,S08000031,d,,,All Specialties,d,503439,,447695,,5472.163043478261,,4866.25,,88.92735763419203,
2024Q1,,S08000031,,C206H,,,,All Specialties,d,9749,,8889,,107.13186813186812,,97.68131868131869,,91.17858241870962,
2024Q1,,S08000031,,C313H,,,,All Specialties,d,29247,,27107,,321.3956043956044,,297.8791208791209,,92.68301022327076,
2024Q1,,S08000031,,C418H,,,,All Specialties,d,64500,,59330,,708.7912087912088,,651.978021978022,,91.984496124031,
2024Q1,,S08000031,,G107H,,,,All Specialties,d,87091,,82269,,957.043956043956,,904.054945054945,,94.46326256444408,
2024Q1,,S08000031,,G207H,,,,All Specialties,d,24749,,21596,,271.967032967033,,237.3186813186813,,87.26009131682088,
2024Q1,,S08000031,,G306H,,,,All Specialties,d,5277,,4701,,57.989010989010985,,51.65934065934066,,89.08470722001137,
2024Q1,,S08000031,,G405H,,,,All Specialties,d,143780,,133877,,1580,,1471.175824175824,,93.11239393517874,
2024Q1,,S08000031,,G516H,,,,All Specialties,d,35948,,32266,,395.032967032967,,354.57142857142856,,89.7574273951263,
2024Q1,,S08000031,,S08000031,d,,,All Specialties,d,508268,,457584,,5585.3626373626375,,5028.395604395604,,90.02809541423028,
2024Q2,,S08000031,,C206H,,,,All Specialties,d,9411,,8511,,103.41758241758242,,93.52747252747253,,90.43672298374244,
2024Q2,,S08000031,,C313H,,,,All Specialties,d,27223,,24874,,299.15384615384613,,273.34065934065933,,91.371266943393465,
2024Q2,,S08000031,,C418H,,,,All Specialties,d,63053,,57997,,692.8901098901099,,637.3296703296703,,91.98134902383708,
2024Q2,,S08000031,,G107H,,,,All Specialties,d,85524,,80035,,939.8241758241758,,879.5054945054945,,93.58191852579394,
2024Q2,,S08000031,,G207H,,,,All Specialties,d,26005,,22822,,285.7692307692308,,250.7912087912088,,87.76004614497211,
2024Q2,,S08000031,,G306H,,,,All Specialties,d,5345,,4502,,58.73626373626374,,49.472527472527474,,84.22825070159027,
2024Q2,,S08000031,,G405H,,,,All Specialties,d,143839,,133283,,1580.6483516483515,,1464.6483516483515,,92.66123930227546,
2024Q2,,S08000031,,G516H,,,,All Specialties,d,31913,,28338,,350.6923076923077,,311.4065934065934,,88.79766866167392,
2024Q2,,S08000031,,S08000031,d,,,All Specialties,d,495218,,446145,,5441.956043956044,,4902.692307692308,,90.09062675427792,
2024Q3,,S08000031,,C206H,,,,All Specialties,d,9131,,8320,,99.25,,90.43478260869566,,91.11816887526012,
2024Q3,,S08000031,,C313H,,,,All Specialties,d,26769,,24210,,290.9673913043478,,263.1521739130435,,90.44043483133476,
2024Q3,,S08000031,,C418H,,,,All Specialties,d,63164,,57241,,686.5652173913044,,622.1847826086956,,90.6228231270977,
2024Q3,,S08000031,,G107H,,,,All Specialties,d,85262,,79861,,926.7608695652174,,868.054347826087,,93.66540780183436,
2024Q3,,S08000031,,G207H,,,,All Specialties,d,27851,,24065,,302.7282608695652,,261.57608695652175,,86.40623316936556,
2024Q3,,S08000031,,G306H,,,,All Specialties,d,5520,,4499,,60,,48.90217391304348,,81.5036231884058,
2024Q3,,S08000031,,G405H,,,,All Specialties,d,144595,,133734,,1571.6847826086955,,1453.6304347826087,,92.48867526539644,
2024Q3,,S08000031,,G516H,,,,All Specialties,d,32399,,28661,,352.1630434782609,,311.5326086956522,,88.46260687058243,
2024Q3,,S08000031,,S08000031,d,,,All Specialties,d,498227,,445305,,5415.510869565217,,4840.271739130435,,89.3779341545119,
2024Q4,p,S08000031,,C206H,,,,All Specialties,d,9124,,8297,,99.17391304347828,,90.18478260869566,,90.93599298553266,
2024Q4,p,S08000031,,C313H,,,,All Specialties,d,26783,,24707,,291.1195652173913,,268.55434782608694,,92.2488145465407,
2024Q4,p,S08000031,,C418H,,,,All Specialties,d,63153,,57589,,686.445652173913,,625.9673913043479,,91.18965053124953,
2024Q4,p,S08000031,,G107H,,,,All Specialties,d,85303,,79977,,927.2065217391304,,869.3152173913044,,93.75637433618984,
2024Q4,p,S08000031,,G207H,,,,All Specialties,d,28144,,24216,,305.9130434782609,,263.2173913043478,,86.04320636725411,
2024Q4,p,S08000031,,G306H,,,,All Specialties,d,5511,,4548,,59.90217391304348,,49.43478260869565,,82.52585737615678,
2024Q4,p,S08000031,,G405H,,,,All Specialties,d,144089,,134687,,1566.1847826086955,,1463.9891304347825,,93.47486622851152,
2024Q4,p,S08000031,,G516H,,,,All Specialties,d,33218,,29414,,361.0652173913044,,319.7173913043478,,88.5483773857547,
2024Q4,p,S08000031,,S08000031,d,,,All Specialties,d,498593,,447530,,5419.489130434783,,4864.45652173913,,89.75858064593766,
2022Q3,,S08000031,,G405H,,AW,,Allergy,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2022Q3,,S08000031,,S08000031,d,AW,,Allergy,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2022Q4,,S08000031,,S08000031,d,AW,,Allergy,,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2019Q4,,S08000031,,C313H,,C3,,Anaesthetics,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2019Q4,,S08000031,,C418H,,C3,,Anaesthetics,,48,,48,,0.5217391304347826,,0.5217391304347826,,100,
2019Q4,,S08000031,,G107H,,C3,,Anaesthetics,,186,,142,,2.0217391304347827,,1.5434782608695652,,76.34408602150538,
2019Q4,,S08000031,,G207H,,C3,,Anaesthetics,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2019Q4,,S08000031,,G306H,,C3,,Anaesthetics,,6,,6,,0.06521739130434782,,0.06521739130434782,,100,
2019Q4,,S08000031,,G405H,,C3,,Anaesthetics,,139,,139,,1.5108695652173914,,1.5108695652173914,,100,
2019Q4,,S08000031,,G516H,,C3,,Anaesthetics,,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
